#       Em_x_ZFC[n.u.]         Em_y_ZFC[n.u.]         Em_z_ZFC[n.u.]         En_x_ZFC[n.u.]         En_y_ZFC[n.u.]         En_z_ZFC[n.u.]
-4.726812936466798e-01  8.812329771283115e-01  9.135962314197844e-04 -2.231901052533141e-02  9.879051925035163e-01  1.534444277051493e-01
 8.936893001644886e-01 -1.933789255882768e-01  4.048753214383786e-01 -7.582102655934762e-01  5.357030851893720e-01 -3.716710880163517e-01
-7.778470347266223e-01  1.753774754650197e-01 -6.034871429173261e-01  6.777539854832954e-01 -3.018134664192648e-01  6.704909892381078e-01
 2.304245894093258e-01 -1.514719253845230e-01  9.612287783955749e-01  1.111938115354279e-01 -8.328061923153164e-01 -5.422820136400323e-01
 2.207373233984050e-01 -4.235873041598239e-01  8.785492756889171e-01 -2.325468518911479e-01  6.813637495408426e-01 -6.940211830248126e-01
-6.729836747668778e-01  2.398642886941292e-01  6.996842834497061e-01  2.079710214898918e-01 -5.663582973749675e-02  9.764939513434767e-01
 9.982084183328331e-01 -5.571008670776897e-02 -2.182521038790586e-02 -3.511859456525369e-02  2.266284142885786e-01 -9.733479573887263e-01
-4.226242015149463e-01 -7.831274478188868e-01 -4.561799916332706e-01  1.586029570613043e-01  2.758885823506709e-01  9.480140252865182e-01
 2.471346828423321e-01 -3.294579819230651e-01 -9.112529213580615e-01  8.741986261084657e-01  4.749494781641755e-01  1.009938379389975e-01
-8.047878445785462e-03 -1.619563768540515e-01  9.867651005425913e-01  4.586989796074026e-01  1.505953829329189e-01 -8.757375615710538e-01
 4.075653196599230e-02 -8.497904564658433e-02 -9.955488269809275e-01 -2.428907389752231e-01 -1.224743367018939e-01  9.622910816221364e-01
 5.351201882211510e-02  2.932970957341873e-01  9.545225390086253e-01  6.330048017625926e-01  4.088075455503770e-01  6.574049829797286e-01
 9.152237765577664e-03 -2.719290484582756e-01 -9.622737807653595e-01  8.158006605185692e-03  2.037867781833067e-02 -9.997590491806545e-01
-5.127267693719091e-01  7.161582778917051e-01  4.735278038052598e-01  4.148895080562657e-01  5.795287725457841e-01 -7.014364532132663e-01
 8.571773350627792e-01  4.115626499842925e-01 -3.096178311928736e-01 -8.157035215968936e-01  1.826006504865587e-01 -5.488941312277913e-01
 4.911919591689344e-01 -5.075938560487862e-01  7.078692934075528e-01 -4.874844950649824e-02 -2.495512134965849e-01 -9.671337965933640e-01
-9.322771213818493e-02  2.554280160290341e-01 -9.623227744977000e-01 -6.430049525408431e-01  7.658614100529586e-01 -9.651940955741926e-04
-3.469197718048564e-01  3.977786549830177e-01 -8.493637698717598e-01 -6.134099715183214e-01 -7.382697650221218e-01 -2.805101796656818e-01
 2.332548010973654e-01 -9.258146352869806e-02 -9.679983834572828e-01  4.075017961600279e-01  3.175457893692832e-01 -8.562166535288775e-01
-9.374428288786180e-02  3.960375625998466e-01 -9.134365103474971e-01  8.887735169681176e-01  2.876955476330008e-01 -3.568093432188556e-01
 9.425387033346702e-01 -3.339450295998747e-01 -1.007521323532677e-02 -1.561917816542827e-01  9.812211693681796e-01  1.131774894906368e-01
 1.703698886808765e-01  2.886192159792901e-01 -9.421640245723489e-01  8.878136498989740e-01 -2.783104609342615e-01 -3.665108598495012e-01
-4.160939699174043e-01 -7.398851449299295e-01 -5.286168560596525e-01 -6.496300827635993e-01 -7.440309453617180e-01 -1.562008575927398e-01
-4.769617141133059e-01  8.616098393123318e-01 -1.735972582452697e-01  5.623692806757615e-01 -8.192768146428074e-01 -1.119209236066321e-01
 2.470119394135921e-01  8.595246705587571e-01  4.474398758358444e-01 -4.437129823167101e-01  7.796019878444119e-01 -4.419723179936185e-01
-9.986459108428871e-01  2.742116126821563e-02 -4.420887548312921e-02  8.823464568107324e-01 -3.767062356107238e-01  2.820587566546096e-01
 2.357617350191075e-01  5.726448014112858e-01 -7.851715326713069e-01 -6.749211922647714e-01  6.056805715649092e-01 -4.214646242102702e-01
-9.147838646151945e-01  3.188863409343318e-01  2.479556061177137e-01 -6.150078198155009e-01 -4.535767879991584e-01  6.450065727991854e-01
 4.660425993313767e-01 -3.904053389657755e-01  7.939697518894985e-01  5.339117706199815e-01  6.606847386034005e-01 -5.276683592655453e-01
-2.499698841683918e-01 -8.637824750645021e-01  4.374870201277790e-01 -7.409846717005836e-01  5.532855155861484e-01 -3.805480975479295e-01
-1.761243746941111e-01  1.728759851759622e-01 -9.690686757851834e-01  3.164802773652415e-01 -4.884365892576625e-01 -8.131850541624344e-01
 1.391581759405150e-01 -1.253751846894044e-02 -9.901907961092901e-01  1.118421221167264e-01 -4.906530707303963e-01  8.641475012422706e-01
 1.540021857066369e-02 -6.399038305742791e-02 -9.978316812690101e-01 -9.787024001101486e-01 -1.280161447168197e-01  1.604789042537268e-01
-5.886030471124547e-01 -4.522870822899703e-02  8.071560052938153e-01  6.928052647495286e-01 -6.606555687560967e-01 -2.890589638929988e-01
-2.282188368004479e-01 -9.192274691178408e-01  3.208380004747870e-01  2.226102440278374e-02  5.762957081738619e-02 -9.980898152771336e-01
 4.298294658621526e-01  7.283953480969350e-01 -5.335605374719925e-01 -1.997395744131718e-01 -5.413825076697660e-01 -8.167062402127467e-01
 7.425072157712025e-01 -1.975824150034752e-01 -6.400345489183310e-01  3.904048125943647e-02  2.718466585730560e-02  9.988677764175088e-01
 7.818000930417271e-02  1.489381066424300e-01 -9.857511483812573e-01 -5.143714899394806e-01 -2.832179811861961e-01 -8.094501500835332e-01
-7.872918872358873e-01 -1.787848246362307e-01 -5.900910698971364e-01 -4.412717191104431e-01  5.715794614845128e-01 -6.917920129073395e-01
-5.408117230083924e-01 -4.366281640228783e-01  7.189426448881053e-01 -5.404788467259540e-01 -3.035942022971475e-01  7.846739300966622e-01
-1.871704518922714e-02 -1.526698629157236e-02  9.997082531163566e-01  7.986229038462476e-01 -5.807501100930046e-01  1.578947975050173e-01
-3.891787058284122e-02 -4.244722415304603e-01 -9.046041761562920e-01  5.848445390026986e-01  7.650963088375703e-01 -2.694151135364275e-01
-3.150497750700377e-01  1.065605232558153e-01 -9.430739600433072e-01 -1.647455280070600e-01  9.863333627110918e-01 -2.325640708445539e-03
 3.555663111714629e-01 -8.606367902248858e-01  3.645228575430141e-01  2.655046198728582e-01 -4.063754812060080e-01 -8.742804270374320e-01
-4.878348265742042e-01  5.255241305199212e-01  6.970233641870243e-01  6.571479004133646e-01 -7.528880691825879e-01  3.627936417333367e-02
 2.313940562338941e-01  8.783656992767566e-01 -4.182469235675021e-01 -8.601957376669696e-01  3.081620084269033e-01 -4.063243402281917e-01
 3.147874543238697e-01 -9.447430983765323e-01 -9.148407877990214e-02  1.243130482778892e-01  9.316547966970957e-01 -3.414170555481262e-01
 5.157368693670452e-01 -7.619134316645997e-02  8.533524247355075e-01  6.732972659442340e-01 -6.134797811598123e-01 -4.126903800431120e-01
-2.448662128228925e-01  9.189805371482969e-01 -3.090555130723313e-01 -2.470819818110248e-01  5.228629310689483e-01 -8.158215795002757e-01
 8.218527662201420e-01  4.751072526553796e-01 -3.143741864889005e-01  1.453371129903664e-02 -2.351608300662475e-01 -9.718478045653186e-01
-4.121797237169836e-02 -1.714470438634998e-01  9.843307319717459e-01 -8.197424018973268e-01  1.284615996438497e-02  5.725883082160960e-01
 5.201511983966964e-02  7.488205129890564e-01  6.607285877233338e-01  4.672910330533084e-02  2.508607420721119e-02 -9.985925494340272e-01
 4.628254706624117e-01  2.885083858082366e-01  8.381858356143003e-01 -7.192060324841547e-02  2.018322177516616e-01  9.767759122264583e-01
-4.477521023517139e-01  2.748571472590963e-01  8.508652087376777e-01  5.003483709126083e-01 -5.197709329590934e-01 -6.924519369428702e-01
-6.521954064875410e-01  5.868614334613311e-01 -4.798278958879557e-01 -2.015422719995517e-01 -5.330726175563898e-01  8.217142429146751e-01
-3.425136401302668e-01  5.974338455411722e-01  7.250911711823562e-01  4.396977237775198e-02 -8.989335634515321e-01  4.358728112848737e-01
 3.508040623821274e-01 -9.317490576586215e-01 -9.370273938614235e-02  4.247838371271668e-01 -4.307066638763797e-01  7.962728561291035e-01
 5.814116845831412e-01 -5.834187468536538e-01 -5.670829029779564e-01 -1.071885602097353e-01  9.525170778573652e-02 -9.896654610140058e-01
 5.898477989768565e-01 -8.074647994867594e-01 -8.953861288035355e-03  6.040840615599382e-01 -7.913223412282738e-01 -9.429421425650734e-02
-7.139807333843236e-01  6.894160506032808e-01  1.222171081582205e-01  9.772708787011035e-02 -8.719900077841558e-01  4.796695139583249e-01
 7.987945898410632e-02  2.709248833196377e-02  9.964362845201838e-01  2.543149370383017e-01  4.012401148983028e-01 -8.799603871741054e-01
 5.228884271204086e-01  1.084848671787989e-01  8.454695301291132e-01 -6.039211204027350e-01 -7.451994521591188e-01  2.827667887734597e-01
-8.690414177733996e-01 -3.411108355302079e-01 -3.583439856873321e-01  1.641670718378190e-02 -9.991443190549485e-01 -3.796210512425947e-02
-5.948073122084535e-01  1.919607313593280e-02 -8.036390807567259e-01  5.287915997484151e-01 -4.854214899288056e-01 -6.962366129059937e-01
 7.650383323965665e-01  3.674903342703609e-01 -5.288357062280675e-01 -1.741994193980921e-01  7.652363193573642e-01 -6.197321500598155e-01
-4.714466030042506e-01 -7.645038127279458e-01  4.396271384254922e-01 -4.632344370034220e-01  7.109868797482227e-01  5.290666434391880e-01
 7.946952672156092e-01 -5.742899889812938e-01  1.965971536441381e-01  5.319092422127737e-02  7.578450945396438e-01 -6.502626686675814e-01
-1.782906903811389e-01 -4.886764023203026e-01 -8.540537474531111e-01 -4.043472421186467e-01 -7.579447495205405e-01 -5.118818852677731e-01
 7.476322851862462e-01  5.958815920949344e-01  2.932082781055090e-01 -8.105921092145422e-01 -5.853769493739872e-01 -1.656078563125176e-02
-7.577548326264372e-01 -3.516492268850732e-01 -5.496821216506960e-01 -3.024207919627194e-01 -7.849639791909990e-01 -5.407154667302153e-01
-3.573503154536408e-01 -7.241927441528052e-01 -5.897843854847405e-01  8.105265649473393e-01 -2.802384934007538e-01 -5.143083455779637e-01
-3.708929110868402e-01 -9.266408674845042e-01 -6.144225917961018e-02  9.278628705995741e-01  2.817229293267462e-01 -2.443413277656390e-01
 3.264494639046204e-01 -7.712379533199822e-01 -5.464638751785802e-01  7.328653834625419e-01 -1.961691830562692e-01 -6.514798395509543e-01
-1.758638105188718e-01 -9.763210107392559e-01  1.259730294105048e-01 -5.591891904923535e-01  8.261206775060567e-01  6.951313137415308e-02
-5.987413819371623e-02 -3.188113500233637e-01  9.459251612426006e-01 -3.354662251407893e-01 -6.936373036326172e-02 -9.394951222331502e-01
-8.417297245405758e-01 -7.612245761799549e-02 -5.345057925514398e-01  1.818341925350697e-01  9.031987012572458e-01 -3.888038483250182e-01
 6.430670092820270e-01 -2.711160167056363e-01 -7.162129062358052e-01 -6.715825838015225e-01  3.291136878587915e-01  6.638230288250453e-01
-9.677048963396906e-01  1.126186154987647e-01  2.255311088150148e-01  2.820442559910384e-02  9.686079566042421e-01 -2.469881308475758e-01
-9.406077332882782e-01  2.318688220447438e-01 -2.479797198197269e-01  5.952544691235367e-01  6.622951723599504e-01  4.550134301942746e-01
-4.200094609781640e-01  7.559085265553709e-01 -5.021895580054609e-01 -1.644899817720359e-01 -7.279695811863192e-01  6.655849568342499e-01
-3.323096679074038e-02 -2.495347868265499e-02  9.991361402470571e-01  9.506486745371981e-01 -3.096159069486149e-01 -2.012679221969544e-02
-2.409276817374838e-01  8.671330935201980e-01 -4.359289509710193e-01 -1.437319762773482e-01  2.587173413771421e-01  9.551996944441257e-01
-3.946321889526582e-01 -2.801282784443890e-01 -8.750963278738040e-01 -6.267947712377914e-02 -1.402231646436694e-01 -9.881339723159022e-01
-4.088578210297715e-01 -4.340576835675944e-01 -8.027634829255260e-01 -3.423159924137627e-01  8.919906771938028e-01 -2.952497131871968e-01
 3.481576036474034e-01  8.530982229018333e-02  9.335462051999970e-01  1.427029875803970e-01 -9.856749893038377e-02 -9.848453205911261e-01
 2.490925564931392e-02 -6.456773681943835e-02  9.976023939150371e-01  5.280127120026989e-01  8.050635570322129e-01  2.703243331670233e-01
-7.294233531179302e-01  2.342024688607708e-01 -6.427213824867779e-01 -3.211857067222929e-01  4.164547486673757e-01 -8.505322945718723e-01
 4.347715518006803e-02 -5.386914760224514e-01  8.413805504278079e-01 -4.271439468631985e-01  1.928014911290770e-01 -8.833887217281720e-01
 4.347390363236748e-01  1.746280163160944e-01 -8.834630870692156e-01 -7.570374136518312e-01 -4.890970862497697e-01  4.332186452050875e-01
 2.295727130012688e-02  1.969115487782531e-01  9.801524400072684e-01  3.613702752120819e-01  8.701580811949059e-01 -3.350170710939125e-01
-8.482340219743103e-01 -2.325145385306450e-01 -4.758529534816048e-01 -3.381150616805408e-01  9.183093720792804e-01  2.058788532514248e-01
-7.835102807163460e-01 -3.301312765051172e-01 -5.264266143394485e-01 -1.948975287705099e-01 -8.259751171886693e-01  5.289423967355160e-01
 6.045267229515419e-01 -4.649353774234539e-01  6.468249655490892e-01 -8.309420574364964e-01 -4.964815198109112e-01 -2.510804605489048e-01
 7.148134996808353e-01 -2.167792850930955e-01 -6.648672064619843e-01 -9.312952677639662e-01  1.906821219878614e-01 -3.103698641856982e-01
 8.357354973632968e-01  4.977732150501403e-01 -2.318792893416094e-01 -7.987584903388799e-01 -2.410360070639233e-01 -5.512590293230886e-01
 3.576455674557866e-01  8.650708010083741e-01 -3.517700347129620e-01 -5.229003265615226e-01  7.833395169560476e-01  3.360869674011758e-01
 6.472939254767225e-01 -5.979769850255368e-01 -4.726881629792565e-01  4.217725741170180e-01  7.827464911937390e-01 -4.576197397912316e-01
-9.681249887090460e-02 -9.482082040474955e-01  3.025368437717862e-01 -2.226523939310122e-02 -1.655164073109382e-02  9.996150770691070e-01
 4.471929812839501e-02  2.193755061288567e-02  9.987586937033444e-01  9.077486408928488e-01 -3.356382061267876e-01  2.516731998945813e-01
-3.385108114111182e-01 -9.397054429649221e-01 -4.862212479813952e-02 -2.157522091226337e-01  3.606832080266952e-01 -9.073910996402130e-01
 8.488839477748479e-01 -2.860354405676254e-01  4.444994600103286e-01  2.568652835306284e-04  3.652034641299115e-01  9.309276898920446e-01
-7.929103799077816e-01  5.317800958488124e-01  2.974946370836378e-01 -3.435457381867179e-05 -5.610681764795993e-05 -9.999999978358941e-01
-5.483154101077042e-02  1.596285465635111e-01 -9.856531992706183e-01 -2.975950093972253e-01 -3.175320316605888e-01 -9.003391690087488e-01
 7.640764508073188e-02  8.766711053136798e-01  4.749838364421552e-01  7.730561583713362e-01  6.342298791619446e-01  1.168915661528492e-02
 3.831177327401636e-02  8.353652340907768e-01  5.483585813143276e-01  8.765229087684479e-01 -3.236125017604694e-01  3.563460945603717e-01
-3.437246131341990e-01 -8.584824600846973e-01  3.806064319643999e-01 -2.125536639614958e-01 -4.447581604160976e-01 -8.700638589665889e-01
 4.187000082377464e-01 -1.478764138703104e-01 -8.960038333191257e-01 -9.723221001858269e-01 -2.233379189929472e-01 -6.862876532564595e-02
-4.556755162403607e-01  8.438205832972391e-01  2.834195601982828e-01  4.027079828824262e-01 -5.802747053208458e-01  7.078895018910600e-01
-1.396591811791237e-01  1.817068874920566e-01  9.733847749735588e-01 -1.289193420577116e-01 -5.606149168349254e-01 -8.179796563885782e-01
-8.129615052956236e-02 -9.869825730508610e-01  1.387672021876079e-01 -9.679616821667026e-01 -1.599858579945681e-01  1.935321862087780e-01
-6.273525330713745e-01  7.751794234209334e-01 -7.433478831421564e-02  2.066745240998702e-01  3.742008576314666e-01  9.040239815602056e-01
 6.782442910080777e-01 -7.265244283371081e-01 -1.102131423396880e-01 -3.273351785739210e-02 -8.603987892837673e-01 -5.085690122369895e-01
 1.879813956623220e-01  1.172219569572566e-01 -9.751522997419206e-01 -2.095179506405966e-01  1.100215770375794e-01  9.715953277705325e-01
 2.843244004966058e-01  1.408490676170271e-01  9.483254586025094e-01  6.598592708334844e-01 -3.245248094167214e-04 -7.513891384487471e-01
 2.585702429571831e-01 -9.382661943018641e-01 -2.297781061967391e-01  5.386871509184890e-01 -8.421893971055112e-01 -2.309053568838492e-02
-1.512445259673347e-01 -4.803827762227698e-01  8.639198352124000e-01  8.415902171390844e-01 -5.209011272279730e-01 -1.427862810931630e-01
-2.026306980127141e-01  5.876643937975597e-01 -7.833207264495348e-01 -2.643476905796677e-01 -5.617339371646838e-01 -7.839485201992917e-01
-4.153123341444542e-01 -8.213492652141904e-02 -9.059633099374425e-01  3.560126178454063e-01 -4.097049668215782e-01  8.398790723054065e-01
-7.507266824934968e-01 -6.570628348430944e-01 -6.839502365132137e-02 -1.227338716248253e-01 -5.213443771569307e-01  8.444740594966981e-01
 3.097722707110959e-01 -1.370518368053414e-02  9.507120006809499e-01 -6.506941050333100e-01  6.561540421023841e-01  3.821767322948931e-01
-4.143968751880051e-01  3.088188234572136e-01  8.560993891557914e-01 -2.088208003625493e-01  8.295665264627590e-01  5.178930888788312e-01
-2.349619191814137e-01 -5.267146817096819e-01  8.169238279093439e-01  8.811903383098524e-02  8.702370918731277e-01  4.846879819068088e-01
-5.372691035522092e-01 -6.084163685097922e-02 -8.412135315087953e-01 -3.261615357699983e-01  8.726629209253544e-01  3.634254793299238e-01
 1.594378322249120e-01  7.160955051581753e-01  6.795489718538897e-01 -4.881904034261780e-01 -3.077996707504910e-01 -8.166575124790532e-01
-7.582801794997770e-01  3.026728128869250e-01  5.774082937721819e-01  4.335484191204049e-02 -3.176372397560672e-01  9.472206404016589e-01
 8.682945888826500e-04  6.838588862298107e-01  7.296137812493879e-01 -4.390194591235410e-01 -8.478836665994193e-01  2.972460301245388e-01
 4.144418712068454e-01 -1.111431190891309e-01 -9.032636063020074e-01  5.728296550750611e-01  4.268256811368865e-01  6.997756956258337e-01
 7.285078131359791e-01  6.121213608651842e-01  3.075448028700671e-01  2.899967400796605e-01  2.153703014289183e-01 -9.324792351605405e-01
-7.512139392558019e-01  4.515576560681464e-01 -4.814283962481046e-01  1.757445408098730e-01  9.557266532713717e-01 -2.360093654968594e-01
-1.205395505374549e-01  4.551769360647712e-01 -8.822041564348445e-01  2.691716380806587e-01 -7.358595481173890e-01 -6.213351387918175e-01
-8.247337451114436e-01 -2.493696228557570e-01  5.075717100777288e-01 -6.637459365318651e-01 -2.226946987802187e-02 -7.476265126711259e-01
-8.552474804935804e-02  9.182385963938996e-01  3.866825539944294e-01 -8.933800572549184e-01 -3.526987594639195e-01  2.783444958532701e-01
 2.278245386307347e-01  9.007107056989071e-01  3.698867451492003e-01  7.581373603726914e-01 -4.725289181539042e-01  4.493819804080142e-01
 2.604476900102756e-01  3.053250462734850e-01  9.159386534514228e-01 -8.902642175490210e-01  4.012833165745852e-01  2.154096627143978e-01
-9.801733759381224e-01 -1.898340122311001e-01 -5.677324107629271e-02  1.620517979538990e-01  8.852178733563166e-01 -4.360373051361876e-01
 4.514991895502188e-01 -8.901533051405516e-01 -6.144570923057006e-02  3.543542478025175e-01 -4.181576103139527e-01 -8.364073648652530e-01
 1.661957958256646e-01  9.845809755212397e-01 -5.458259879776729e-02 -4.352012065803318e-01 -3.365018822040861e-01 -8.350846622134374e-01
 2.576480671224189e-01 -6.144023504543685e-01 -7.457393815967002e-01  7.864171927807692e-01 -6.154204311868717e-01 -5.296878115059382e-02
-2.714009573667086e-01  3.429732705926813e-01  8.992835237006144e-01 -8.113035921986393e-01  5.792715963709387e-01  7.893604324672063e-02
 2.930031374623718e-01  3.117930569009131e-01 -9.038441520005485e-01 -4.051328754354463e-01 -5.106337281446026e-01 -7.583670278450607e-01
 5.402247691704898e-01 -2.403240080791323e-01 -8.064747794664581e-01 -2.438333140281642e-01 -3.180404436854943e-02  9.692955265200836e-01
-7.723945933815531e-01 -5.853112945343780e-01  2.466115986839135e-01  4.516116254798845e-01 -6.079622141862058e-01  6.530152263563404e-01
 9.097623938299036e-02  3.060177874521567e-01  9.476689493861321e-01 -1.562244534498578e-01 -1.038201138135222e-01 -9.822501229890687e-01
 8.587519286681374e-01  5.119866718608688e-01 -2.036597273850274e-02 -5.216501562322447e-02 -3.036446053581247e-01  9.513562764716158e-01
-6.245603457742486e-01 -1.848896066664873e-01 -7.587754660194692e-01 -2.513094260756295e-01  2.670764185077332e-01  9.303299194600912e-01
 7.315708566321885e-01 -8.495854594882520e-02 -6.764511269831009e-01 -6.761905956519454e-02 -8.928697628539470e-01 -4.452092197660050e-01
-1.488611896862857e-01  2.398386951852223e-02 -9.885672057114286e-01 -3.978755627379174e-01  8.970058740652049e-01  1.925499895312991e-01
 6.133791614813258e-01  1.999757136251119e-01 -7.640521698291243e-01  6.053227999917717e-01 -7.511299589552359e-01  2.634161964838670e-01
 2.520499046000682e-01  5.847620474954872e-01  7.710539497337279e-01 -1.437913419785219e-01 -5.059802449450841e-01  8.504751858210376e-01
 2.699308718542360e-01  9.081026487735901e-01  3.201357582501548e-01 -9.318489187233141e-01 -2.193972371586665e-02 -3.621826075303199e-01
-9.145198262795093e-02  1.322318434406006e-02  9.957216891628001e-01  5.207788905337244e-01 -3.857487369576422e-01 -7.615689457363968e-01
-1.805990446196604e-01  7.307999600102468e-01  6.582669698013776e-01 -5.577445306307992e-02 -2.859259921508304e-01  9.566271673949458e-01
-1.881237477544726e-01 -1.602814858200985e-01 -9.689784831636423e-01  7.838976900169113e-01  3.107830266857522e-02 -6.201117243605306e-01
 4.271300771993990e-01  9.027974180697051e-01  5.016691218631424e-02  9.724210233958300e-01 -2.233417718884978e-01  6.719974841852339e-02
 2.628502857801548e-01  8.200325938642515e-01  5.083859481393622e-01 -1.704298588894186e-01  4.063644458339447e-01 -8.976756654610862e-01
-6.590358692509953e-01  2.493779728983741e-02  7.516979641497746e-01 -2.591568864539645e-01 -2.113277875546522e-01  9.424321059953034e-01
-3.226896241639648e-02 -9.917780190809881e-01  1.238348696141778e-01 -1.428787612169886e-01 -2.430719188515369e-01 -9.594277991901895e-01
-4.007607599728166e-02  7.384447357602917e-01  6.731220397227928e-01  5.252500244590177e-02 -7.270621345443892e-01  6.845595493671932e-01
 7.358282045145492e-01 -1.480900909336582e-01 -6.607769505726994e-01 -9.899062679437260e-01  8.208710137292981e-02  1.155304655660776e-01
-4.216913198442901e-01  6.971653075872024e-01  5.797732010578119e-01 -8.332419885975462e-01 -4.950854227112096e-01 -2.461670421824776e-01
-6.501580744332094e-01 -6.394720710103903e-01 -4.103290736067622e-01  5.274912124362497e-01 -8.353477266252813e-01 -1.547488171990639e-01
-2.631244171863814e-01 -7.141838335228578e-03 -9.647354742236447e-01  5.205774121230455e-01 -1.998065181454086e-01 -8.301063264991306e-01
 9.083338342471053e-01  4.160798133985751e-01 -4.251158011835346e-02 -2.887317284129537e-01  3.811871796460637e-02  9.566509041172768e-01
-2.403550214392691e-01  9.130070018699444e-01  3.296174725426182e-01  5.267972673707028e-02  9.340455732559496e-01 -3.532473828238109e-01
-9.483619827015520e-01 -2.947595261617169e-01 -1.171595984258280e-01  6.706484827178879e-01 -5.834304728131063e-01  4.580824118226655e-01
-1.367262256107928e-01  1.654601797792017e-01 -9.766928217907925e-01 -1.750571090330277e-01 -6.725431746923349e-01  7.190554128519958e-01
 4.258293949133826e-01  8.486738746849528e-01  3.137227770738547e-01 -9.085828167847749e-01 -3.336240780569956e-01  2.513408832324417e-01
-2.577254835547160e-01  1.426191773740285e-03  9.662171293780256e-01 -4.618090750219117e-01 -8.576128152472369e-01 -2.263462775287347e-01
-4.410348343736148e-01 -7.403181032982509e-01 -5.073631646049195e-01  1.383859638739972e-02 -6.315635047178721e-02 -9.979076954533979e-01
-7.473275401856054e-01  2.369468845169911e-01 -6.207718756498429e-01  2.609929510509154e-02 -5.793449951247381e-02 -9.979791684004514e-01
-3.082247646289923e-01  4.990361820266057e-01 -8.099138123885224e-01  2.702955716383927e-01 -6.298619669823841e-03 -9.627567872224685e-01
 1.911964823611063e-03  8.580201708204144e-02 -9.963103724518612e-01  3.805509467034974e-01  9.015427134655100e-01 -2.059167617274445e-01
-6.691280040852676e-01  7.323139191700981e-01  1.264279950746552e-01  6.128024167328180e-02  1.324500666703894e-01  9.892935417859926e-01
-4.890260478884008e-02  9.660460610956308e-01  2.536997104580198e-01  6.409092522027228e-01  7.655699816286859e-01  5.601726225013266e-02
 1.176482897399768e-01 -8.850313615742886e-01 -4.504202137462520e-01 -3.322658241505577e-01 -4.030627757244042e-01  8.527249386096839e-01
-2.818377673356486e-01 -6.111731765036715e-01  7.396180238647979e-01  6.278019423042041e-01 -4.002358672291979e-01 -6.675896732442472e-01
 8.264784944438541e-01  4.610841111178247e-02 -5.610769222188408e-01  5.093728268497882e-01 -2.569565670280911e-01  8.212871884597943e-01
-5.061775714477662e-01 -8.494944141235073e-01  1.488069438440302e-01 -2.260501424139262e-01  8.895089175727589e-01  3.970833900746574e-01
 5.897701120508484e-01 -4.484466862857971e-02 -8.063251023173734e-01  9.821778036133609e-02  9.520475867609989e-01  2.897562081534247e-01
 1.490687017593208e-01  5.455280614022985e-01  8.247288380907029e-01 -5.540063371404942e-01  7.244440829395230e-01 -4.101923318421331e-01
 2.576150045010198e-03 -8.338362423299718e-02 -9.965141919013075e-01  2.570642208742572e-01 -9.662262779067640e-01  1.802127156313266e-02
 1.025331603560987e-01  2.928054553386264e-02  9.942985470574871e-01 -4.883456744273429e-01  7.922152266306987e-01 -3.659419857881497e-01
 1.620973760787888e-01 -2.976008208475652e-01  9.408284605066043e-01 -2.381371129828819e-01 -3.508450994306526e-01 -9.056480727223316e-01
-5.014398744326714e-01 -8.564090415429579e-01  1.229699389786737e-01 -6.157610487451506e-01  7.879204140181527e-01 -4.444324665804981e-03
-7.032088364721184e-01 -7.008464105524166e-01  1.196312715109341e-01 -3.099844048307608e-01  6.884417313589681e-01  6.557115610427998e-01
 5.557466531486527e-02  9.457278412794549e-01 -3.201723079906240e-01 -4.432894833650072e-01  8.097567265750031e-01 -3.844326699235131e-01
-2.568435624512639e-01  5.308320643304820e-01 -8.076191577135740e-01 -2.832880008269215e-01  9.326663516314989e-01 -2.233414093308168e-01
 6.949861356239177e-02  2.881269295708855e-01 -9.550669165922141e-01  6.739953036318848e-01  6.089053060819322e-01 -4.182877704492831e-01
-1.309019350263171e-01  6.426044655840398e-01 -7.549332316290073e-01  6.264552400820387e-01 -4.255279622751577e-01  6.530541979772484e-01
 1.328316394076212e-01 -1.263180035400240e-01 -9.830562128148859e-01  4.317636332320054e-01 -7.864731058518800e-01  4.416335797807904e-01
-6.694247905770940e-03 -4.043853569144434e-02  9.991596028043307e-01  1.393816435859477e-01  5.197517162871058e-01  8.428706370777711e-01
-3.468890608557706e-01  9.346032497579142e-01 -7.864314973694322e-02  2.863829833045066e-01  7.441231193490085e-01  6.035441741280516e-01
-1.715562822714151e-01  3.069169931816279e-01  9.361465704202303e-01 -3.721938583840016e-02  9.184699889386949e-02  9.950773066008499e-01
 1.888045761746971e-01  2.384139541029157e-01  9.526340422767317e-01 -4.926794537857671e-01 -3.820648260268139e-01  7.818525593297362e-01
 6.485716911501643e-01  3.313003998175605e-01  6.852698786021026e-01  2.532352848119608e-01 -5.446218102179408e-01  7.995367248357879e-01
-9.684617870977575e-01  1.094941006396555e-02  2.489214280665060e-01  3.385731343487074e-01  3.553788351932808e-01  8.712485960929631e-01
 6.092575075247657e-01 -1.816101414619871e-01 -7.718957481699630e-01 -9.877625717741297e-01 -4.472643198122509e-02 -1.494143503294975e-01
 5.965337105168531e-01 -1.294884238086528e-01 -7.920734058889656e-01 -3.372439059423490e-01 -4.391227880907044e-01 -8.327290825257602e-01
-4.509545617589356e-01  5.483623084749486e-01  7.042291969755525e-01 -6.788634984034896e-01  4.764498811315983e-01 -5.586947836744686e-01
